rev,mou,totmrc,da,ovrmou,ovrrev,vceovr,datovr,roam,change_mou,change_rev,drop_vce,drop_dat,blck_vce,blck_dat,unan_vce,unan_dat,plcd_vce,plcd_dat,recv_vce,recv_sms,comp_vce,comp_dat,custcare,ccrndmou,cc_mou,inonemin,threeway,mou_cvce,mou_cdat,mou_rvce,owylis_vce,mouowylisv,iwylis_vce,mouiwylisv,peak_vce,peak_dat,mou_peav,mou_pead,opk_vce,opk_dat,mou_opkv,mou_opkd,drop_blk,attempt,complete,callfwdv,callwait,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
198.8875,1602.5,31.325,1.2375,415.5,166.175,165.2,0.975,0.0,1145.5,165.5325,6.333333333,0.0,0.0,0.0,17.0,0.0,128.6666667,0.666666667,30.33333333,0.0,106.6666667,0.666666667,7.333333333,32.66666667,29.14666667,11.66666667,0.0,359.9966667,1.91,202.9633333,15.0,16.28,0.0,0.0,78.33333333,0.333333333,234.33,0.0,55.0,0.333333333,328.6333333,1.91,6.333333333,129.3333333,107.3333333,0.0,4.333333333,11,1,1,N,BA,N,2734,15536.0,1737.73,1651.85,15284.0,2700,183.54,1698.22,300.0,1221,258,144,1476.0,279.0,166.0,U,CALIFORNIA NORTH AREA,T,N,99.98999023,2.0,2.0,WCMB,0.0,0.0,O,14.0,S,M,4.0,M,6.0,1.0,,A,1.0,H,U,U,U,Y,Y,Y,266.0,1092019
56.81,905.0,59.99,1.2375,0.0,0.0,0.0,0.0,1.5825,115.0,-1.83,4.666666667,0.0,69.33333333,0.0,56.0,0.0,348.0,0.0,112.6666667,0.0,219.6666667,0.0,3.666666667,3.666666667,1.796666667,55.33333333,0.333333333,405.36,0.0,169.66,44.33333333,32.28666667,24.33333333,54.60333333,166.6666667,0.0,220.9533333,0.0,164.0,0.0,354.0633333,0.0,74.0,348.0,219.6666667,0.0,3.666666667,9,1,1,N,AA,N,2473,6201.0,458.84,407.95,6158.0,2456,58.28,879.71,350.86,867,332,58,883.0,349.0,58.0,R,TENNESSEE AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,1.0,S,M,6.0,M,5.0,2.0,,A,0.0,N,U,U,U,U,U,Y,243.0,1092020
11.695,330.5,10.0,1.485,0.0,0.0,0.0,0.0,0.0,-19.5,-1.695,5.0,0.0,0.333333333,0.0,27.33333333,0.0,129.6666667,0.0,33.0,0.0,97.0,0.0,0.0,0.0,0.0,29.66666667,0.0,225.04,0.0,9.546666667,9.333333333,7.726666667,1.666666667,3.636666667,94.66666667,0.0,186.01,0.0,28.0,0.0,48.57666667,0.0,5.333333333,129.6666667,97.0,0.0,0.0,9,3,3,U,J,N,769,2457.0,225.46,173.02,2423.0,753,24.72,346.14,107.57,337,109,12,365.0,110.0,26.0,S,CALIFORNIA NORTH AREA,Y,N,59.98999023,1.0,1.0,WCMB,,,,,,,,,,,,,,,,,,,,,243.0,1092021
35.485,172.5,44.99,0.495,0.0,0.0,0.0,0.0,0.0,-112.5,0.495,2.666666667,0.0,0.0,0.0,29.66666667,0.0,113.3333333,0.0,13.33333333,0.0,81.0,0.0,0.666666667,2.0,1.926666667,10.0,0.333333333,81.75333333,0.0,11.42333333,18.0,10.73666667,3.333333333,3.803333333,63.0,0.0,69.59666667,0.0,30.33333333,0.0,23.58,0.0,2.666666667,113.3333333,81.0,0.0,0.0,7,2,2,U,AA,N,532,971.0,197.36,177.2,958.0,520,35.44,191.6,104.0,210,116,35,,,,C,LOS ANGELES AREA,N,N,129.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,2.0,M,6.0,,G,,0.0,H,U,U,U,U,U,Y,197.0,1092022
34.7875,197.75,30.84,0.2475,28.0,11.2,11.2,0.0,0.0,224.25,37.9925,5.666666667,0.0,0.0,0.0,4.0,0.0,77.33333333,0.0,25.66666667,0.0,69.0,0.0,0.0,0.0,0.0,13.33333333,0.666666667,135.2,0.0,39.14333333,8.0,5.193333333,2.666666667,2.723333333,58.0,0.0,132.1766667,0.0,31.0,0.0,42.16666667,0.0,5.666666667,77.33333333,69.0,0.0,0.0,9,1,1,U,BA,N,546,1368.0,286.67,216.06,1368.0,546,30.87,195.43,78.0,123,48,22,190.0,75.0,30.0,C,NEW YORK CITY AREA,Y,N,149.9899902,1.0,1.0,WCMB,1.0,1.0,O,10.0,S,M,3.0,M,7.0,1.0,C,A,0.0,S,U,U,Y,Y,Y,Y,243.0,1092023
97.5225,782.25,43.4175,6.6825,102.25,40.895,40.7,0.195,4.2625,513.75,52.2075,7.666666667,0.0,1.666666667,0.0,65.66666667,0.0,307.6666667,0.333333333,33.0,0.0,233.3333333,0.333333333,21.33333333,57.33333333,44.28666667,19.33333333,2.0,557.2666667,0.44,111.6133333,11.33333333,17.42333333,0.333333333,0.26,134.0,0.0,386.6933333,0.0,125.3333333,0.333333333,282.1866667,0.44,9.333333333,308.0,233.6666667,0.0,1.666666667,9,1,1,U,E4,Y,1141,4299.0,616.48,539.49,4226.0,1115,77.07,603.71,159.29,611,156,80,504.0,143.0,69.0,,LOS ANGELES AREA,Y,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,Z,U,U,U,U,U,N,202.0,1092024
193.78,768.5,59.99,0.0,0.0,0.0,0.0,0.0,143.79,-177.5,-54.87,6.666666667,0.0,0.0,0.0,12.33333333,0.0,80.0,0.0,26.33333333,0.0,62.0,0.0,0.333333333,2.0,1.75,12.33333333,0.0,218.9766667,0.0,48.33666667,9.0,8.726666667,0.0,0.0,54.33333333,0.0,124.2766667,0.0,29.33333333,0.0,143.0366667,0.0,6.666666667,80.0,62.0,0.0,0.333333333,7,1,1,U,AA,N,1266,3914.0,942.46,856.58,3913.0,1265,171.32,782.6,253.0,828,269,212,,,,T,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,3.0,S,M,2.0,M,1.0,2.0,I,A,0.0,G,U,Y,U,U,U,Y,197.0,1092025
108.7375,990.25,69.99,6.435,69.75,27.9,27.9,0.0,20.4125,-235.25,27.4225,12.0,0.0,13.66666667,0.0,39.0,0.0,186.0,0.0,26.33333333,0.0,123.3333333,0.0,1.333333333,9.666666667,9.08,12.33333333,0.333333333,422.01,0.0,66.14666667,24.0,23.95,1.333333333,8.49,93.0,0.0,267.7966667,0.0,49.33333333,0.0,220.36,0.0,25.66666667,186.0,123.3333333,0.0,0.666666667,7,1,1,U,CA,Y,1002,7278.0,627.78,539.92,7165.0,985,107.98,1433.0,197.0,1069,194,99,,,,T,ATLANTIC SOUTH AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,197.0,1092026
104.8925,1000.75,94.99,6.93,0.0,0.0,0.0,0.0,3.7225,-69.75,4.8875,10.66666667,0.0,1.0,0.0,57.0,0.0,245.6666667,0.0,67.66666667,0.0,181.0,0.0,4.0,12.66666667,10.41666667,36.0,0.333333333,609.48,0.0,153.2366667,28.0,18.14333333,1.333333333,1.13,155.3333333,0.0,472.5233333,0.0,71.33333333,0.0,290.1966667,0.0,11.66666667,245.6666667,181.0,0.0,3.333333333,7,2,1,U,CA,Y,1301,6079.0,931.82,823.89,5913.0,1272,164.78,1182.6,254.4,1024,241,103,,,,C,NEW ENGLAND AREA,Y,N,59.98999023,1.0,1.0,WCMB,0.0,0.0,,0.0,M,U,1.0,M,5.0,1.0,A,L,0.0,F,U,U,U,U,U,N,197.0,1092027
35.99,671.5,44.99,0.0,1.75,0.7,0.7,0.0,0.0,72.5,0.2,3.0,0.0,9.0,0.0,37.33333333,0.0,201.6666667,0.0,51.66666667,0.0,154.0,0.0,9.0,12.0,7.95,28.66666667,1.0,447.5033333,0.0,142.0,25.0,54.27,20.33333333,62.21666667,66.66666667,0.0,90.99,0.0,137.3333333,0.0,498.5166667,0.0,12.0,201.6666667,154.0,0.0,0.666666667,9,1,1,U,DA,Y,1051,3236.0,321.18,250.57,3209.0,1043,35.8,458.43,149.0,647,195,36,492.0,159.0,36.0,C,DALLAS AREA,N,N,129.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,O,U,U,U,U,U,N,243.0,1092028
114.215,1260.0,59.99,1.2375,142.75,57.0875,56.6,0.4875,1.9,108.0,-30.445,12.0,0.0,7.666666667,0.0,90.33333333,1.0,411.0,1.333333333,126.6666667,0.0,305.3333333,0.333333333,0.0,0.0,0.0,47.66666667,0.0,510.9533333,1.593333333,293.6033333,49.33333333,36.64666667,7.666666667,17.85,228.3333333,0.0,436.13,0.0,199.0,0.333333333,368.4266667,1.593333333,19.66666667,412.3333333,305.6666667,0.0,14.0,11,2,2,U,BA,N,4225,10579.0,1842.15,1776.63,10555.0,4213,197.4,1172.78,468.11,1224,467,124,1280.0,506.0,165.0,T,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,1.0,S,M,6.0,M,6.0,2.0,C,A,0.0,U,U,U,U,U,U,Y,304.0,1092029
94.99,234.5,104.99,0.0,0.0,0.0,0.0,0.0,0.0,61.5,0.0,0.0,0.0,0.333333333,0.0,8.0,0.0,38.33333333,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,2.0,0.0,164.7533333,0.0,15.86333333,1.666666667,4.033333333,3.333333333,15.78666667,28.0,0.0,117.69,0.0,6.0,0.0,62.93,0.0,0.333333333,38.33333333,30.0,0.0,0.0,9,2,2,U,AA,N,401,2067.0,789.86,668.35,2061.0,400,95.48,294.43,57.14,214,37,95,290.0,53.0,95.0,C,DALLAS AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,O,5.0,S,S,1.0,M,4.0,1.0,C,A,1.0,D,U,U,U,U,U,Y,243.0,1092030
46.19,133.25,54.99,0.0,3.0,1.2,0.3,0.9,0.0,-82.25,-1.2,3.333333333,3.666666667,20.66666667,1.0,16.66666667,0.333333333,72.33333333,28.33333333,1.333333333,0.0,32.0,23.33333333,0.0,0.0,0.0,0.0,2.0,40.66666667,55.81,1.753333333,2.333333333,2.04,0.0,0.0,19.33333333,16.66666667,23.62,43.70333333,13.66666667,6.666666667,18.8,12.10666667,28.66666667,100.6666667,55.33333333,0.0,0.0,7,1,1,U,AA,N,504,950.0,301.8,231.19,878.0,456,46.24,175.6,91.2,161,71,47,,,,C,GREAT LAKES AREA,Y,N,149.9899902,1.0,1.0,WCMB,1.0,0.0,O,8.0,S,M,5.0,M,7.0,2.0,C,A,0.0,U,U,U,U,Y,Y,Y,197.0,1092031
60.225,173.5,79.99,0.0,0.0,0.0,0.0,0.0,0.235,-100.5,-0.235,2.0,0.0,0.333333333,0.0,6.333333333,0.0,34.33333333,0.0,12.66666667,0.0,26.0,0.0,0.0,0.0,0.0,7.666666667,0.0,77.99,0.0,15.78666667,6.333333333,5.03,2.333333333,4.123333333,28.66666667,0.0,73.50666667,0.0,4.666666667,0.0,20.26666667,0.0,2.333333333,34.33333333,26.0,0.0,0.333333333,9,2,2,U,AA,N,499,1816.0,523.71,437.83,1813.0,497,62.55,259.0,71.0,207,53,60,256.0,69.0,63.0,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,243.0,1092032
61.475,242.25,79.99,1.485,0.0,0.0,0.0,0.0,0.0,12.75,0.495,1.666666667,0.0,0.333333333,0.0,15.0,0.0,99.66666667,0.0,39.66666667,0.0,83.33333333,0.0,1.333333333,10.33333333,9.423333333,28.33333333,0.0,125.3066667,0.0,57.59666667,34.66666667,34.14666667,16.0,36.53333333,67.0,0.0,118.46,0.0,48.0,0.0,64.44333333,0.0,2.0,99.66666667,83.33333333,0.0,0.333333333,7,2,2,U,AA,N,626,1398.0,391.95,306.07,1390.0,620,61.21,278.0,124.0,238,111,61,,,,U,NEW YORK CITY AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,1.0,M,S,1.0,M,6.0,1.0,C,B,0.0,N,U,U,U,U,U,Y,197.0,1092033
61.12,1517.5,59.99,0.0,5.25,2.1,2.1,0.0,0.0,52.5,-11.13,16.66666667,0.0,16.0,0.0,118.0,0.0,508.3333333,0.0,98.33333333,0.0,362.0,0.0,9.0,9.0,5.196666667,45.0,1.0,731.92,0.0,386.4233333,103.0,128.3566667,23.0,139.83,141.3333333,0.0,273.7133333,0.0,294.6666667,0.0,844.63,0.0,32.66666667,508.3333333,362.0,0.0,2.666666667,8,1,1,U,AA,N,2438,8566.0,486.48,400.6,8553.0,2434,57.23,1221.86,347.71,1500,394,65,1269.0,344.0,58.0,S,DC/MARYLAND/VIRGINIA AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,O,12.0,S,M,3.0,M,9.0,,,A,1.0,N,U,U,U,U,U,Y,242.0,1092034
34.99,1227.75,44.99,0.0,0.0,0.0,0.0,0.0,0.0,157.25,0.0,5.333333333,0.0,17.66666667,0.0,39.66666667,0.0,309.0,0.0,22.33333333,0.0,246.6666667,0.0,18.0,27.66666667,19.04666667,13.66666667,0.666666667,952.07,0.0,20.63333333,24.0,61.55666667,0.0,0.0,142.6666667,0.0,160.4166667,0.0,126.0,0.0,812.29,0.0,23.0,309.0,246.6666667,55.66666667,1.0,10,2,1,U,EA,N,1978,10903.0,365.95,321.42,10382.0,1904,35.71,1153.56,211.56,1175,203,35,1154.0,211.0,36.0,S,DC/MARYLAND/VIRGINIA AREA,Y,N,79.98999023,1.0,1.0,WCMB,0.0,0.0,,1.0,M,M,1.0,M,5.0,,C,D,0.0,S,U,U,U,Y,U,Y,303.0,1092035
118.9325,687.0,69.99,5.445,121.0,48.4,48.4,0.0,0.0975,270.0,58.9975,2.333333333,0.0,1.666666667,0.0,28.0,0.0,195.3333333,0.0,26.66666667,0.0,163.3333333,0.0,1.0,9.666666667,9.293333333,12.0,0.0,247.31,0.0,50.42666667,32.66666667,25.83,4.666666667,10.75,109.0,0.0,167.06,0.0,81.0,0.0,130.6766667,0.0,4.0,195.3333333,163.3333333,0.0,2.666666667,10,2,2,U,BA,N,1954,4418.0,915.2,829.32,4406.0,1950,92.15,489.56,216.67,597,252,99,591.0,258.0,107.0,S,CENTRAL/SOUTH TEXAS AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,H,U,U,U,U,U,N,303.0,1092036
10.4125,29.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.9375,0.0,0.0,0.0,0.0,2.666666667,0.0,9.0,0.0,4.333333333,0.0,6.333333333,0.0,0.666666667,0.666666667,0.38,4.333333333,0.0,5.45,0.0,0.646666667,2.666666667,3.333333333,0.333333333,0.033333333,4.333333333,0.0,3.943333333,0.0,3.0,0.0,2.153333333,0.0,0.0,9.0,6.333333333,0.0,0.0,10,2,1,U,AA,N,921,2273.0,325.76,236.07,1983.0,825,26.23,220.33,91.67,26,15,10,184.0,85.0,18.0,C,NEW YORK CITY AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,U,U,U,U,U,U,N,303.0,1092037
58.145,591.75,44.99,0.99,55.5,22.165,20.8,1.365,0.0,-21.75,0.285,5.0,0.333333333,1.666666667,0.0,24.66666667,0.0,137.6666667,2.0,38.33333333,0.0,109.0,1.666666667,1.0,16.33333333,15.79,9.333333333,0.0,332.8833333,2.336666667,159.0933333,29.33333333,30.11,7.0,22.18333333,68.0,0.333333333,186.94,0.64,76.66666667,1.333333333,305.0366667,1.696666667,7.0,139.6666667,110.6666667,0.0,0.666666667,8,1,1,U,AA,N,1187,4565.0,603.89,533.28,4554.0,1182,76.18,650.57,168.86,599,153,58,604.0,158.0,60.0,S,ATLANTIC SOUTH AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,R,2.0,M,M,1.0,M,5.0,1.0,,D,0.0,I,U,U,U,U,U,Y,242.0,1092038
94.9825,476.25,89.99,0.495,0.0,0.0,0.0,0.0,6.5,-181.25,-4.9925,2.666666667,0.0,7.666666667,0.0,8.333333333,0.0,72.0,0.0,7.0,0.0,53.33333333,0.0,0.333333333,0.333333333,0.043333333,5.0,1.666666667,340.5466667,0.0,15.97,7.0,21.78,0.666666667,1.74,18.66666667,0.0,80.82666667,0.0,38.66666667,0.0,275.6866667,0.0,10.33333333,72.0,53.33333333,0.0,0.0,6,1,1,U,CA,Y,390,1995.0,575.73,485.85,1995.0,390,97.17,399.0,78.0,537,99,97,,,,R,ATLANTIC SOUTH AREA,Y,N,149.9899902,2.0,2.0,WCMB,0.0,0.0,O,2.0,S,U,2.0,M,1.0,,C,A,0.0,N,U,U,U,U,U,Y,125.0,1092039
88.665,277.5,37.97,0.2475,124.75,49.9,49.9,0.0,0.3375,-183.5,-26.755,3.0,0.0,0.333333333,0.0,10.33333333,0.0,52.0,0.0,68.66666667,0.0,39.66666667,0.0,0.0,0.0,0.0,34.0,0.0,58.83333333,0.0,118.12,10.66666667,11.6,3.666666667,11.47333333,58.33333333,0.0,104.19,0.0,39.66666667,0.0,72.76333333,0.0,3.333333333,52.0,39.66666667,0.0,0.0,6,1,1,U,AA,N,436,1156.0,420.62,355.1,1150.0,431,71.02,230.0,86.2,339,121,98,,,,S,DC/MARYLAND/VIRGINIA AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,4.0,S,M,5.0,M,6.0,2.0,C,A,0.0,B,U,U,U,U,U,Y,196.0,1092040
116.5175,2552.75,44.91,0.0,103.0,41.2,41.2,0.0,0.4075,-10.75,63.1525,4.666666667,0.0,0.666666667,0.0,63.66666667,0.0,224.0,0.0,107.0,0.0,158.0,0.0,3.666666667,5.0,3.496666667,64.66666667,0.333333333,1775.91,0.0,435.6766667,49.66666667,149.8733333,50.0,351.0233333,62.0,0.0,219.6466667,0.0,168.3333333,0.0,1991.936667,0.0,5.333333333,224.0,158.0,0.0,0.0,8,2,1,U,BA,N,1786,13023.0,541.85,499.87,12786.0,1738,71.41,1826.57,248.29,2556,281,96,1989.0,243.0,73.0,U,NEW YORK CITY AREA,Y,R,29.98999023,2.0,2.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,G,U,U,U,U,U,N,185.0,1092041
29.99,0.75,29.99,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.333333333,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.816666667,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.0,0.816666667,0.0,0.0,0.0,0.0,0.0,0.0,1.333333333,0.333333333,0.0,0.0,6,1,1,Y,BA,N,11,16.0,216.55,151.03,16.0,11,30.21,3.2,2.2,1,0,30,,,,U,SOUTHWEST AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,13.0,S,M,2.0,M,5.0,,C,N,0.0,N,U,U,U,U,U,Y,196.0,1092042
92.3375,2229.75,85.3225,0.2475,34.25,12.155,11.8625,0.2925,0.0,339.25,-12.1775,12.66666667,0.0,15.33333333,0.0,135.6666667,0.0,600.0,0.0,224.6666667,0.0,441.3333333,0.0,1.333333333,2.666666667,1.686666667,126.0,0.0,740.6066667,0.0,653.5666667,21.33333333,29.28666667,11.66666667,14.52,248.0,0.0,263.91,0.0,413.0,0.0,1090.266667,0.0,28.0,600.0,441.3333333,0.0,17.66666667,10,3,2,U,BA,N,5527,15437.0,1054.04,898.46,14412.0,5154,99.83,1601.33,572.67,2117,719,96,1532.0,511.0,84.0,S,MIDWEST AREA,N,R,79.98999023,2.0,2.0,WCMB,0.0,0.0,,2.0,S,U,2.0,M,5.0,1.0,C,A,0.0,O,U,U,U,U,U,Y,-3.0,1092043
43.6975,360.5,41.2,0.0,25.0,9.9975,9.9,0.0975,0.0,128.5,6.9325,1.333333333,0.0,0.0,0.0,57.0,0.0,164.3333333,1.0,65.66666667,0.0,106.3333333,1.0,0.0,0.0,0.0,37.33333333,0.0,124.9666667,0.056666667,85.83333333,9.333333333,8.83,1.333333333,0.633333333,115.6666667,0.0,114.4666667,0.0,43.33333333,1.0,96.33333333,0.056666667,1.333333333,165.3333333,107.3333333,0.0,0.333333333,10,1,1,N,EA,Y,1438,3469.0,516.88,446.27,3453.0,1429,49.59,383.67,158.78,318,147,41,337.0,145.0,41.0,U,PHILADELPHIA AREA,Y,N,199.9899902,3.0,3.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,H,U,U,U,U,U,N,26.0,1092044
51.97,413.5,69.99,1.98,0.0,0.0,0.0,0.0,0.0,5.5,-7.11e-15,2.666666667,0.0,2.0,0.0,11.0,0.0,102.0,0.0,71.0,0.0,88.66666667,0.0,0.0,0.0,0.0,32.0,0.0,183.07,0.0,124.0066667,14.33333333,16.29333333,0.0,0.0,111.0,0.0,248.0933333,0.0,46.33333333,0.0,58.98333333,0.0,4.666666667,102.0,88.66666667,0.0,0.0,10,1,1,U,BA,N,1067,2579.0,563.32,477.44,2579.0,1067,53.05,286.56,118.56,412,162,52,347.0,139.0,52.0,S,MIDWEST AREA,Y,N,129.9899902,1.0,1.0,WCMB,1.0,0.0,O,12.0,S,M,4.0,M,3.0,1.0,C,A,0.0,G,U,U,U,U,U,Y,303.0,1092045
32.95,205.5,44.99,0.2475,12.0,4.8,4.8,0.0,0.0,-138.5,-6.06,2.333333333,0.0,4.666666667,0.0,18.66666667,0.0,78.0,0.0,2.333333333,0.0,52.33333333,0.0,0.666666667,0.666666667,0.66,0.666666667,0.0,132.2666667,0.0,12.7,4.333333333,5.413333333,0.0,0.0,43.0,0.0,117.7166667,0.0,11.66666667,0.0,27.25,0.0,7.0,78.0,52.33333333,0.0,0.0,10,1,1,N,AA,N,880,3759.0,407.37,390.09,3682.0,855,43.34,409.11,95.0,252,69,35,289.0,67.0,31.0,T,ATLANTIC SOUTH AREA,Y,N,199.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,303.0,1092046
44.49,178.75,44.99,0.0,23.75,9.5,9.5,0.0,0.0,-118.75,-9.5,0.333333333,0.0,0.0,0.0,5.666666667,0.0,16.0,0.0,12.66666667,0.0,10.0,0.0,0.0,0.0,0.0,2.333333333,0.0,77.01666667,0.0,115.0066667,2.0,2.003333333,0.333333333,0.15,12.0,0.0,82.48333333,0.0,10.66666667,0.0,109.5433333,0.0,0.333333333,16.0,10.0,0.0,0.0,10,1,1,U,BA,N,278,1877.0,380.73,360.57,1877.0,278,40.06,208.56,30.89,218,26,48,182.0,24.0,41.0,S,DALLAS AREA,Y,N,79.98999023,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,303.0,1092047
34.99,0.0,44.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,U,BA,N,162,289.0,246.82,176.21,277.0,153,35.24,55.4,30.6,0,0,35,,,,C,NORTH FLORIDA AREA,Y,N,149.9899902,1.0,1.0,WCMB,1.0,0.0,O,8.0,S,M,3.0,M,9.0,2.0,C,A,0.0,N,U,U,U,Y,U,Y,196.0,1092048
102.275,1636.75,58.335,0.7425,132.75,53.1,53.1,0.0,0.0975,197.25,-52.285,29.0,0.0,118.0,0.0,56.0,0.0,692.0,0.0,184.6666667,0.0,498.0,0.0,20.33333333,38.33333333,25.76333333,89.66666667,1.0,734.07,0.0,340.58,79.0,80.50666667,12.0,42.01,238.6666667,0.0,328.69,0.0,435.0,0.0,745.9566667,0.0,147.0,692.0,498.0,0.0,11.0,6,1,1,U,AA,N,2622,6761.0,565.93,495.32,6754.0,2616,99.06,1350.8,523.2,1571,636,120,,,,C,NORTH FLORIDA AREA,Y,N,129.9899902,2.0,1.0,WCMB,0.0,0.0,O,11.0,,U,1.0,M,7.0,1.0,,,0.0,N,U,U,U,U,U,Y,196.0,1092049
105.865,2312.0,58.4475,3.2175,119.25,47.7,47.7,0.0,0.0,29.0,-27.895,23.66666667,0.0,0.333333333,0.0,112.3333333,0.0,447.6666667,0.0,206.3333333,0.0,318.3333333,0.0,20.0,47.33333333,36.50333333,97.66666667,18.66666667,1158.57,0.0,673.5533333,78.33333333,121.1933333,42.66666667,168.99,171.0,0.0,515.6766667,0.0,303.0,0.0,1316.443333,0.0,24.0,447.6666667,318.3333333,0.0,15.66666667,6,1,1,Y,D4,Y,2720,10792.0,984.68,914.07,10792.0,2720,182.81,2158.4,544.0,2302,491,115,,,,U,LOS ANGELES AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,,,,U,,,,,,,0.0,N,U,U,U,U,U,N,196.0,1092050
14.9325,123.5,10.0,0.0,0.0,0.0,0.0,0.0,0.9325,42.5,-0.9325,1.333333333,0.0,0.333333333,0.0,7.333333333,0.0,39.33333333,0.0,10.33333333,0.0,30.66666667,0.0,0.666666667,0.666666667,0.066666667,6.666666667,0.333333333,65.43333333,0.0,18.25,11.33333333,13.64666667,4.666666667,15.87333333,23.0,0.0,48.16333333,0.0,16.0,0.0,35.52,0.0,1.666666667,39.33333333,30.66666667,0.0,0.333333333,8,2,2,U,AA,N,343,874.0,147.63,112.27,860.0,337,16.04,122.86,48.14,109,40,15,110.0,47.0,15.0,T,GREAT LAKES AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,8.0,,U,1.0,M,3.0,2.0,A,,0.0,S,U,U,U,U,U,Y,242.0,1092051
29.99,10.5,29.99,0.0,0.0,0.0,0.0,0.0,0.0,-7.5,0.0,0.0,0.0,0.0,0.0,1.333333333,0.0,6.666666667,0.0,1.0,0.0,5.333333333,0.0,0.0,0.0,0.0,0.666666667,0.0,6.766666667,0.0,0.893333333,2.0,1.076666667,0.0,0.0,1.0,0.0,5.133333333,0.0,5.333333333,0.0,2.526666667,0.0,0.0,6.666666667,5.333333333,0.0,0.0,8,2,2,N,A,N,62,107.0,284.17,211.01,101.0,57,30.14,14.43,8.14,13,7,30,14.0,8.0,30.0,C,SOUTH FLORIDA AREA,Y,N,149.9899902,1.0,1.0,WCMB,1.0,0.0,O,6.0,S,M,6.0,M,6.0,2.0,C,A,0.0,U,U,U,U,U,U,Y,242.0,1092052
84.5925,388.5,58.655,0.495,10.75,4.1925,0.0,4.1925,0.0,120.5,-42.6225,2.333333333,0.333333333,0.0,0.0,18.33333333,0.0,109.0,3.333333333,47.66666667,0.0,88.33333333,3.0,0.666666667,7.666666667,7.55,21.66666667,0.0,181.9633333,12.02,94.96666667,41.0,85.16,21.33333333,50.85666667,83.66666667,0.333333333,182.7733333,0.65,47.33333333,2.666666667,94.15666667,11.37,2.666666667,112.3333333,91.33333333,0.0,0.666666667,6,1,1,U,AA,N,597,1738.0,504.81,418.93,1728.0,593,83.79,345.6,118.6,348,124,99,,,,R,GREAT LAKES AREA,Y,N,149.9899902,1.0,1.0,WCMB,0.0,0.0,O,3.0,M,U,2.0,M,6.0,1.0,I,C,0.0,U,U,Y,U,U,U,Y,196.0,1092053
